Prvdr_CCN,Prvdr_Org_Name,Prvdr_City,Prvdr_St,Prvdr_State_FIPS,Prvdr_Zip5,Prvdr_State_Abrvtn,Prvdr_RUCA,Prvdr_RUCA_Desc,DRG_Cd,DRG_Desc,Tot_Dschrgs,Avg_Submtd_Cvrd_Chrg,Avg_Tot_Pymt_Amt,Avg_Mdcr_Pymt_Amt,zip_lat,zip_lon
330102,Kenmore Mercy Hospital,Kenmore,2950 Elmwood Avenue,36,14217,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",194,SIMPLE PNEUMONIA AND PLEURISY WITH CC,24,14791.375,6204.4583333,5167.125,42.97183,-78.87686
330102,Kenmore Mercy Hospital,Kenmore,2950 Elmwood Avenue,36,14217,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",11,22422.909091,10049.727273,9349.0,42.97183,-78.87686
330102,Kenmore Mercy Hospital,Kenmore,2950 Elmwood Avenue,36,14217,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",291,HEART FAILURE AND SHOCK WITH MCC,85,23800.247059,10624.858824,8307.5411765,42.97183,-78.87686
330102,Kenmore Mercy Hospital,Kenmore,2950 Elmwood Avenue,36,14217,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",308,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,14,21671.714286,8930.1428571,7935.0,42.97183,-78.87686
330102,Kenmore Mercy Hospital,Kenmore,2950 Elmwood Avenue,36,14217,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,15,17483.733333,5847.4666667,4149.4,42.97183,-78.87686
330102,Kenmore Mercy Hospital,Kenmore,2950 Elmwood Avenue,36,14217,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",378,GASTROINTESTINAL HEMORRHAGE WITH CC,24,20196.583333,7811.4583333,5173.125,42.97183,-78.87686
330102,Kenmore Mercy Hospital,Kenmore,2950 Elmwood Avenue,36,14217,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",455,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITHOUT CC/MCC,18,59709.111111,32563.333333,29762.166667,42.97183,-78.87686
330102,Kenmore Mercy Hospital,Kenmore,2950 Elmwood Avenue,36,14217,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",460,SPINAL FUSION EXCEPT CERVICAL WITHOUT MCC,27,53655.259259,26443.962963,23212.148148,42.97183,-78.87686
330102,Kenmore Mercy Hospital,Kenmore,2950 Elmwood Avenue,36,14217,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",481,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC,21,29775.0,14302.904762,12969.190476,42.97183,-78.87686
330102,Kenmore Mercy Hospital,Kenmore,2950 Elmwood Avenue,36,14217,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",522,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC,13,28559.923077,17445.615385,11388.846154,42.97183,-78.87686
330102,Kenmore Mercy Hospital,Kenmore,2950 Elmwood Avenue,36,14217,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",640,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",21,25599.47619,10675.190476,7588.7619048,42.97183,-78.87686
330102,Kenmore Mercy Hospital,Kenmore,2950 Elmwood Avenue,36,14217,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",641,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",16,12700.4375,5223.5625,4348.3125,42.97183,-78.87686
330102,Kenmore Mercy Hospital,Kenmore,2950 Elmwood Avenue,36,14217,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",682,RENAL FAILURE WITH MCC,20,32294.35,11977.8,9358.55,42.97183,-78.87686
330102,Kenmore Mercy Hospital,Kenmore,2950 Elmwood Avenue,36,14217,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",683,RENAL FAILURE WITH CC,32,20947.09375,7660.25,5361.75,42.97183,-78.87686
330102,Kenmore Mercy Hospital,Kenmore,2950 Elmwood Avenue,36,14217,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",690,KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,28,15060.892857,6766.6428571,3838.6071429,42.97183,-78.87686
330102,Kenmore Mercy Hospital,Kenmore,2950 Elmwood Avenue,36,14217,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",698,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC,17,20657.058824,10861.235294,9353.8235294,42.97183,-78.87686
330102,Kenmore Mercy Hospital,Kenmore,2950 Elmwood Avenue,36,14217,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",853,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC,14,80732.428571,34683.5,33466.071429,42.97183,-78.87686
330102,Kenmore Mercy Hospital,Kenmore,2950 Elmwood Avenue,36,14217,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",871,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,63,48088.444444,14927.380952,13663.888889,42.97183,-78.87686
330103,Olean General Hospital,Olean,515 Main Street,36,14760,NY,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",64,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC,12,19908.916667,12464.583333,11459.75,42.07338,-78.41388
330103,Olean General Hospital,Olean,515 Main Street,36,14760,NY,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",65,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS,16,15703.375,6491.5625,5399.5625,42.07338,-78.41388
330103,Olean General Hospital,Olean,515 Main Street,36,14760,NY,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",177,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,104,26527.375,14182.807692,12970.403846,42.07338,-78.41388
330103,Olean General Hospital,Olean,515 Main Street,36,14760,NY,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",178,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC,17,17864.294118,8385.7647059,6984.0,42.07338,-78.41388
330103,Olean General Hospital,Olean,515 Main Street,36,14760,NY,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",189,PULMONARY EDEMA AND RESPIRATORY FAILURE,14,32065.714286,7871.2142857,6719.0714286,42.07338,-78.41388
330103,Olean General Hospital,Olean,515 Main Street,36,14760,NY,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC,38,17792.973684,7174.4473684,6046.3947368,42.07338,-78.41388
330103,Olean General Hospital,Olean,515 Main Street,36,14760,NY,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,77,23450.246753,8285.6363636,7007.025974,42.07338,-78.41388
330103,Olean General Hospital,Olean,515 Main Street,36,14760,NY,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",194,SIMPLE PNEUMONIA AND PLEURISY WITH CC,19,11595.684211,5292.6842105,4211.4210526,42.07338,-78.41388
330103,Olean General Hospital,Olean,515 Main Street,36,14760,NY,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",247,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITHOUT MCC,16,40601.75,12209.1875,10643.9375,42.07338,-78.41388
330103,Olean General Hospital,Olean,515 Main Street,36,14760,NY,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",29,21973.413793,10767.551724,8778.862069,42.07338,-78.41388
330103,Olean General Hospital,Olean,515 Main Street,36,14760,NY,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",291,HEART FAILURE AND SHOCK WITH MCC,97,17275.628866,8202.1443299,7132.9072165,42.07338,-78.41388
330103,Olean General Hospital,Olean,515 Main Street,36,14760,NY,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",308,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,19,14263.789474,7726.4736842,6721.9473684,42.07338,-78.41388
330103,Olean General Hospital,Olean,515 Main Street,36,14760,NY,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,14,8408.7857143,4800.1428571,3454.0,42.07338,-78.41388
330103,Olean General Hospital,Olean,515 Main Street,36,14760,NY,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",377,GASTROINTESTINAL HEMORRHAGE WITH MCC,12,16419.916667,11335.916667,10025.75,42.07338,-78.41388
330103,Olean General Hospital,Olean,515 Main Street,36,14760,NY,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",378,GASTROINTESTINAL HEMORRHAGE WITH CC,27,14374.851852,6274.1111111,4935.0740741,42.07338,-78.41388
330103,Olean General Hospital,Olean,515 Main Street,36,14760,NY,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",389,GASTROINTESTINAL OBSTRUCTION WITH CC,12,11278.5,5277.75,4083.75,42.07338,-78.41388
330103,Olean General Hospital,Olean,515 Main Street,36,14760,NY,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",392,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",16,11740.0625,4953.0,3594.6875,42.07338,-78.41388
330103,Olean General Hospital,Olean,515 Main Street,36,14760,NY,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",470,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,29,31766.655172,12306.37931,9912.137931,42.07338,-78.41388
330103,Olean General Hospital,Olean,515 Main Street,36,14760,NY,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",481,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC,12,35230.833333,12965.166667,11905.166667,42.07338,-78.41388
330103,Olean General Hospital,Olean,515 Main Street,36,14760,NY,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",522,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC,17,31713.176471,13651.529412,12066.588235,42.07338,-78.41388
330103,Olean General Hospital,Olean,515 Main Street,36,14760,NY,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",603,CELLULITIS WITHOUT MCC,18,13210.666667,5603.2222222,4457.2222222,42.07338,-78.41388
330103,Olean General Hospital,Olean,515 Main Street,36,14760,NY,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",638,DIABETES WITH CC,17,13200.470588,5821.7058824,4063.8823529,42.07338,-78.41388
330103,Olean General Hospital,Olean,515 Main Street,36,14760,NY,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",640,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",35,14660.6,8639.8,7257.0571429,42.07338,-78.41388
330103,Olean General Hospital,Olean,515 Main Street,36,14760,NY,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",641,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",25,7663.6,5265.24,3560.96,42.07338,-78.41388
330103,Olean General Hospital,Olean,515 Main Street,36,14760,NY,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",682,RENAL FAILURE WITH MCC,32,17276.90625,9731.71875,7952.6875,42.07338,-78.41388
330103,Olean General Hospital,Olean,515 Main Street,36,14760,NY,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",683,RENAL FAILURE WITH CC,39,12018.333333,5655.3589744,4677.6153846,42.07338,-78.41388
330103,Olean General Hospital,Olean,515 Main Street,36,14760,NY,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",689,KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,24,12926.25,7581.5833333,5719.5,42.07338,-78.41388
330103,Olean General Hospital,Olean,515 Main Street,36,14760,NY,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",690,KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,18,11935.222222,5089.6111111,3863.3888889,42.07338,-78.41388
330103,Olean General Hospital,Olean,515 Main Street,36,14760,NY,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",698,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC,12,15883.416667,10000.25,9062.9166667,42.07338,-78.41388
330103,Olean General Hospital,Olean,515 Main Street,36,14760,NY,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",853,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC,15,58521.8,31479.8,30151.866667,42.07338,-78.41388
330103,Olean General Hospital,Olean,515 Main Street,36,14760,NY,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",871,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,122,23313.901639,13576.754098,11092.262295,42.07338,-78.41388
330103,Olean General Hospital,Olean,515 Main Street,36,14760,NY,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,31,16307.580645,6488.7741935,5310.4516129,42.07338,-78.41388
330103,Olean General Hospital,Olean,515 Main Street,36,14760,NY,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",881,DEPRESSIVE NEUROSES,11,11665.090909,5320.4545455,3887.4545455,42.07338,-78.41388
330103,Olean General Hospital,Olean,515 Main Street,36,14760,NY,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",885,PSYCHOSES,14,9611.3571429,7834.7142857,6362.1428571,42.07338,-78.41388
330104,Nyack Hospital,Nyack,160 North Midland Avenue,36,10960,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",57,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITHOUT MCC,18,61234.833333,10224.666667,8672.6666667,41.09198,-73.92584
330104,Nyack Hospital,Nyack,160 North Midland Avenue,36,10960,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",64,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC,35,103994.45714,16805.6,14530.628571,41.09198,-73.92584
330104,Nyack Hospital,Nyack,160 North Midland Avenue,36,10960,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",65,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS,25,74645.64,9160.0,7852.96,41.09198,-73.92584
330104,Nyack Hospital,Nyack,160 North Midland Avenue,36,10960,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",69,TRANSIENT ISCHEMIA WITHOUT THROMBOLYTIC,19,50718.157895,7756.3157895,5637.1578947,41.09198,-73.92584
330104,Nyack Hospital,Nyack,160 North Midland Avenue,36,10960,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",85,TRAUMATIC STUPOR AND COMA <1 HOUR WITH MCC,12,134902.58333,21632.083333,20043.666667,41.09198,-73.92584
330104,Nyack Hospital,Nyack,160 North Midland Avenue,36,10960,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",91,OTHER DISORDERS OF NERVOUS SYSTEM WITH MCC,20,108220.55,19772.85,18683.7,41.09198,-73.92584
330104,Nyack Hospital,Nyack,160 North Midland Avenue,36,10960,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",92,OTHER DISORDERS OF NERVOUS SYSTEM WITH CC,36,62012.75,8352.8888889,7185.8888889,41.09198,-73.92584
330104,Nyack Hospital,Nyack,160 North Midland Avenue,36,10960,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",93,OTHER DISORDERS OF NERVOUS SYSTEM WITHOUT CC/MCC,13,44730.461538,6909.3846154,5592.7692308,41.09198,-73.92584
330104,Nyack Hospital,Nyack,160 North Midland Avenue,36,10960,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",100,SEIZURES WITH MCC,12,84246.416667,15720.166667,14682.833333,41.09198,-73.92584
330104,Nyack Hospital,Nyack,160 North Midland Avenue,36,10960,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",101,SEIZURES WITHOUT MCC,18,56865.555556,8302.4444444,6303.7222222,41.09198,-73.92584
330104,Nyack Hospital,Nyack,160 North Midland Avenue,36,10960,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",175,PULMONARY EMBOLISM WITH MCC OR ACUTE COR PULMONALE,17,131556.05882,16596.588235,16051.647059,41.09198,-73.92584
330104,Nyack Hospital,Nyack,160 North Midland Avenue,36,10960,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",177,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,220,96912.15,19579.431818,18201.095455,41.09198,-73.92584
330104,Nyack Hospital,Nyack,160 North Midland Avenue,36,10960,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",178,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC,28,60240.892857,11260.071429,9981.9285714,41.09198,-73.92584
330104,Nyack Hospital,Nyack,160 North Midland Avenue,36,10960,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",180,RESPIRATORY NEOPLASMS WITH MCC,11,125843.0,19409.090909,18277.454545,41.09198,-73.92584
330104,Nyack Hospital,Nyack,160 North Midland Avenue,36,10960,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",189,PULMONARY EDEMA AND RESPIRATORY FAILURE,27,89232.444444,11071.111111,9976.1481481,41.09198,-73.92584
330104,Nyack Hospital,Nyack,160 North Midland Avenue,36,10960,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC,31,81207.516129,9743.5483871,8589.0967742,41.09198,-73.92584
330104,Nyack Hospital,Nyack,160 North Midland Avenue,36,10960,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,78,92867.435897,11526.115385,10046.435897,41.09198,-73.92584
330104,Nyack Hospital,Nyack,160 North Midland Avenue,36,10960,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",194,SIMPLE PNEUMONIA AND PLEURISY WITH CC,26,46986.653846,7487.5384615,6170.9230769,41.09198,-73.92584
330104,Nyack Hospital,Nyack,160 North Midland Avenue,36,10960,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",202,BRONCHITIS AND ASTHMA WITH CC/MCC,12,75095.25,8386.6666667,7219.6666667,41.09198,-73.92584
330104,Nyack Hospital,Nyack,160 North Midland Avenue,36,10960,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",207,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT >96 HOURS,11,322824.81818,62501.272727,60308.636364,41.09198,-73.92584
330104,Nyack Hospital,Nyack,160 North Midland Avenue,36,10960,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",208,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT <=96 HOURS,11,122033.09091,23184.454545,22335.727273,41.09198,-73.92584
330104,Nyack Hospital,Nyack,160 North Midland Avenue,36,10960,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",247,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITHOUT MCC,11,66073.272727,16810.727273,15396.181818,41.09198,-73.92584
330104,Nyack Hospital,Nyack,160 North Midland Avenue,36,10960,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",20,96040.2,15383.8,12065.8,41.09198,-73.92584
330104,Nyack Hospital,Nyack,160 North Midland Avenue,36,10960,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",291,HEART FAILURE AND SHOCK WITH MCC,118,73844.118644,11384.974576,10134.932203,41.09198,-73.92584
330104,Nyack Hospital,Nyack,160 North Midland Avenue,36,10960,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",300,PERIPHERAL VASCULAR DISORDERS WITH CC,12,65716.333333,8685.75,7648.4166667,41.09198,-73.92584
330104,Nyack Hospital,Nyack,160 North Midland Avenue,36,10960,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",308,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,21,65588.285714,10902.619048,9717.1428571,41.09198,-73.92584
330104,Nyack Hospital,Nyack,160 North Midland Avenue,36,10960,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,23,50057.478261,6627.4782609,5409.7391304,41.09198,-73.92584
330104,Nyack Hospital,Nyack,160 North Midland Avenue,36,10960,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",310,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITHOUT CC/MCC,17,39568.411765,5040.4705882,3576.0,41.09198,-73.92584
330104,Nyack Hospital,Nyack,160 North Midland Avenue,36,10960,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",312,SYNCOPE AND COLLAPSE,17,68728.235294,7794.6470588,6330.1764706,41.09198,-73.92584
330104,Nyack Hospital,Nyack,160 North Midland Avenue,36,10960,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",314,OTHER CIRCULATORY SYSTEM DIAGNOSES WITH MCC,12,203606.5,31174.333333,25888.416667,41.09198,-73.92584
330104,Nyack Hospital,Nyack,160 North Midland Avenue,36,10960,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",329,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH MCC,15,299039.86667,54601.333333,49466.6,41.09198,-73.92584
330104,Nyack Hospital,Nyack,160 North Midland Avenue,36,10960,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",330,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC,13,86211.615385,20500.0,19183.384615,41.09198,-73.92584
330104,Nyack Hospital,Nyack,160 North Midland Avenue,36,10960,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",377,GASTROINTESTINAL HEMORRHAGE WITH MCC,20,116673.45,15982.4,15048.8,41.09198,-73.92584
330104,Nyack Hospital,Nyack,160 North Midland Avenue,36,10960,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",378,GASTROINTESTINAL HEMORRHAGE WITH CC,37,73211.432432,9235.5945946,7328.3243243,41.09198,-73.92584
330104,Nyack Hospital,Nyack,160 North Midland Avenue,36,10960,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",388,GASTROINTESTINAL OBSTRUCTION WITH MCC,12,78077.916667,14747.25,13580.25,41.09198,-73.92584
330104,Nyack Hospital,Nyack,160 North Midland Avenue,36,10960,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",389,GASTROINTESTINAL OBSTRUCTION WITH CC,19,53322.263158,10077.736842,5575.5263158,41.09198,-73.92584
330104,Nyack Hospital,Nyack,160 North Midland Avenue,36,10960,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",391,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITH MCC",12,55157.25,10810.833333,9708.6666667,41.09198,-73.92584
330104,Nyack Hospital,Nyack,160 North Midland Avenue,36,10960,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",392,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",37,56402.783784,6808.2432432,5466.4054054,41.09198,-73.92584
330104,Nyack Hospital,Nyack,160 North Midland Avenue,36,10960,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",393,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH MCC,21,88352.904762,15422.47619,14459.238095,41.09198,-73.92584
330104,Nyack Hospital,Nyack,160 North Midland Avenue,36,10960,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",394,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH CC,11,49345.272727,9412.2727273,6665.4545455,41.09198,-73.92584
330104,Nyack Hospital,Nyack,160 North Midland Avenue,36,10960,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",470,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,78,77887.833333,16538.089744,14687.230769,41.09198,-73.92584
330104,Nyack Hospital,Nyack,160 North Midland Avenue,36,10960,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",480,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH MCC,20,137327.4,26388.5,25069.5,41.09198,-73.92584
330104,Nyack Hospital,Nyack,160 North Midland Avenue,36,10960,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",481,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC,34,87150.382353,17882.882353,16466.294118,41.09198,-73.92584
330104,Nyack Hospital,Nyack,160 North Midland Avenue,36,10960,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",483,MAJOR JOINT OR LIMB REATTACHMENT PROCEDURES OF UPPER EXTREMITIES,12,86643.666667,20293.75,18873.416667,41.09198,-73.92584
330104,Nyack Hospital,Nyack,160 North Midland Avenue,36,10960,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",522,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC,19,89226.315789,20190.631579,16222.736842,41.09198,-73.92584
330104,Nyack Hospital,Nyack,160 North Midland Avenue,36,10960,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",535,FRACTURES OF HIP AND PELVIS WITH MCC,11,78636.272727,10197.727273,8677.0909091,41.09198,-73.92584
